Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8400942087173462,0.8443155585483794,0.7631675531258697,0.7870900051449747,535796800
2000-01-04,0.7692659497261047,0.8302437604040961,0.7594153974126107,0.8124196075466867,512377600
2000-01-05,0.7805226445198059,0.8297745977825097,0.7730180950557324,0.7786464946284191,778321600
2000-01-06,0.7129773497581482,0.8030378374826506,0.7129773497581482,0.7964713392127026,767972800
2000-01-07,0.74675053358078,0.7580082351564399,0.7167306807658664,0.7242352306324134,460734400
2000-01-10,0.7336166501045227,0.7673887991281028,0.7111013496731127,0.7655126493458292,505064000
2000-01-11,0.6960916519165039,0.7458126702874993,0.6792055963417641,0.7200141109219743,441548800
2000-01-12,0.6543447971343994,0.7167305424668664,0.6491845464523637,0.7129773914819545,976068800
2000-01-13,0.7261110544204712,0.7411210001711604,0.694215063741947,0.7091073211689937,1032684800
2000-01-14,0.753786027431488,0.7673888278073017,0.745812428134936,0.750502777715174,390376000
2000-01-18,0.780053436756134,0.7955332349061105,0.7537858422322339,0.7580079925116949,459177600
2000-01-19,0.7997548580169678,0.8161719108509258,0.7758324029480635,0.7927185058455951,597643200
2000-01-20,0.8518209457397461,0.9118606478684932,0.8518209457397461,0.8668308462211961,1831132800
2000-01-21,0.8354040384292603,0.857449543646532,0.8269605854314188,0.857449543646532,495924800
2000-01-24,0.79740971326828,0.8461917719333815,0.7889662108493657,0.8138267161112364,440876800
2000-01-25,0.8424392938613892,0.84900669483073,0.7683276955040399,0.7880279945561796,497145600
2000-01-26,0.8269605040550232,0.8569804092115234,0.8236773039508636,0.825553403981389,367158400
2000-01-27,0.8255532383918762,0.8480685886057037,0.8030379382795191,0.8166407379542044,340144000
2000-01-28,0.7626984715461731,0.8321197730869576,0.7551939223038231,0.81195047345519,423348800
2000-01-31,0.7786465287208557,0.77958462875836,0.7092252721909219,0.7580082276928084,701680000
2000-02-01,0.7523788213729858,0.7880279705783426,0.7505027217619402,0.7805225701047787,318035200
2000-02-02,0.741590142250061,0.7664506388526223,0.7279872942411312,0.7561318916891152,464195200
2000-02-03,0.7753632664680481,0.7823996174005331,0.752378865471665,0.7528479154526531,475193600
2000-02-04,0.8105431795120239,0.8255530760260325,0.7777082355269469,0.7800534347856812,425320000
2000-02-07,0.856042206287384,0.8574493562935052,0.7950644033838021,0.810543404161455,441067200
2000-02-08,0.8621405363082886,0.871521135304172,0.8349348352424846,0.8555731350222991,408643200
2000-02-09,0.8452534079551697,0.8790264050590064,0.8438463583971507,0.8565111070574256,299364800
2000-02-10,0.8518209457397461,0.854635145512913,0.8255532942376302,0.8471305459825033,302982400
2000-02-11,0.8161715269088745,0.8565109657338441,0.8124192283683981,0.8527586671933677,212251200
2000-02-14,0.8691760301589966,0.8696450801734503,0.8152337253510696,0.8203931252056343,367539200
2000-02-15,0.8930983543395996,0.9001347047626362,0.8644856061503507,0.8649546560973784,485744000
2000-02-16,0.8565111756324768,0.8865318759802653,0.8415012763718084,0.8837168748124695,378246400
2000-02-17,0.8621405363082886,0.8668308358062302,0.8490067357657699,0.8644856860572594,289497600
2000-02-18,0.8349349498748779,0.8658928547082224,0.8321198980239899,0.8602644544567627,233441600
2000-02-22,0.8541660308837891,0.8776194307365908,0.8006927321366883,0.8264913316906548,422296000
2000-02-23,0.8724592328071594,0.8930984343548731,0.8330578312915033,0.8498270948714431,473099200
2000-02-24,0.8646024465560913,0.8940364581438539,0.838687011006983,0.8804336088088086,376432000
2000-02-25,0.8283674716949463,0.8780885234850747,0.8264913719643588,0.8616714734578358,249144000
2000-02-28,0.8499449491500854,0.8630787529933659,0.8133577881683434,0.8264915920116237,328328000
2000-02-29,0.8602645397186279,0.879964844377896,0.84478478414406,0.8522900867792242,368961600
2000-03-01,0.9779988527297974,0.991132655462821,0.8893462854996642,0.8898153355682775,1077003200
2000-03-02,0.9156135320663452,0.9601743733503788,0.9057629834718396,0.9531388254848769,311259200
2000-03-03,0.9606434106826782,0.9624027737734668,0.9006037173177237,0.9371900124786166,323366400
2000-03-06,0.9432886242866516,0.9690871790727964,0.9381283722334367,0.9456337743711878,210560000
2000-03-07,0.9221801161766052,0.9564221638028934,0.9090463173650603,0.94891676372826,273011200
2000-03-08,0.9156135320663452,0.9301544793054931,0.8898149867813454,0.9221800300470905,271230400
2000-03-09,0.9174904823303223,0.9381287943495724,0.8874705637220189,0.9071708754071726,276718400
2000-03-10,0.9437578320503235,0.960174887415044,0.9081086188817874,0.9132688717973039,248606400
2000-03-13,0.9104534983634949,0.9493858462042684,0.8968506491570436,0.9165517488614979,303956800
2000-03-14,0.8574494123458862,0.932499922652194,0.8555732122150755,0.9097500441380402,428579200
2000-03-15,0.8724592328071594,0.9024799351506274,0.8565112325705788,0.8677689333225382,443609600
2000-03-16,0.9123296737670898,0.9156137250731117,0.8593254223697909,0.880433673662585,378100800
2000-03-17,0.9381285309791565,0.9381285309791565,0.8977890167726279,0.9015422194914047,305043200
2000-03-20,0.9231187105178833,0.9475101214923859,0.9184283089226754,0.9268718133773443,204489600
2000-03-21,1.0127100944519043,1.026312848847828,0.9127998113596982,0.9198353629125371,524328000
2000-03-22,1.082131028175354,1.0835389798145703,0.987380221643792,0.9965272478615607,567996800
2000-03-23,1.0605546236038208,1.1285687779501585,1.0507040725180663,1.065713973235119,562564800
2000-03-24,1.04085373878479,1.0802551497320731,1.0169312817902771,1.0689974462853256,446913600
2000-03-27,1.0474212169647217,1.086353584335581,1.0272510571974358,1.0328803607776218,279182400
2000-03-28,1.044137716293335,1.0657141196154403,1.0291269116879456,1.0300650118235606,202966400
2000-03-29,1.0202151536941528,1.0464827563520356,1.0043839890994204,1.0460138065365185,239836800
2000-03-30,0.9437578320503235,1.0333492136867035,0.9414125813709251,1.0023905018769643,414400000
2000-03-31,1.0192769765853882,1.0300647243221404,0.9456335312172174,0.956422180780381,404633600
2000-04-03,1.000514030456543,1.0469517849897678,0.9714322284847035,1.0169310813765482,328563200
2000-04-04,0.9554838538169861,0.9981684901614915,0.876212028452509,0.9953542914119305,660329600
2000-04-05,0.9784681797027588,0.9972303727916878,0.9306233949113727,0.9491510129903082,457665600
2000-04-06,0.9395362138748169,1.0094265681042494,0.9249944613617443,0.9803447665282309,259627200
2000-04-07,0.9887874126434326,0.9897254124897775,0.9418814081489855,0.9550152096509748,242435200
2000-04-10,0.9381285309791565,0.9962930526194871,0.9362524306346547,0.988318599074837,212262400
2000-04-11,0.896381676197052,0.9371901271182537,0.8860620755138934,0.9268714282615989,541822400
2000-04-12,0.8199242353439331,0.8930986571683397,0.7870901768025831,0.8930986571683397,941136000
2000-04-13,0.8541660308837891,0.9006037806288656,0.814295581803727,0.8368109318369448,529827200
2000-04-14,0.8396250605583191,0.8855929047395922,0.8180477621651538,0.8203929616684549,667620800
2000-04-17,0.9296858310699463,0.930154881157345,0.8185171025422107,0.821801204676253,409561600
2000-04-18,0.9522008895874023,0.9522008895874023,0.8959125890622586,0.9268713898279983,390924800
2000-04-19,0.9090465903282166,0.9775298043181334,0.8987269877864179,0.9470409485888122,520150400
2000-04-20,0.892160177230835,0.936251970667688,0.8785573291325834,0.9282783226641936,722120000
2000-04-24,0.9043563008308411,0.9043563008308411,0.8612025916977691,0.8630786917948253,443620800
2000-04-25,0.9629889726638794,0.9662730246424565,0.9160829626653518,0.9165520127450406,391641600
2000-04-26,0.9104534983634949,0.9606434456874944,0.9006037501347578,0.9503238458906221,366912000
2000-04-27,0.9512621760368347,0.953139177893241,0.874922249958002,0.8794957134819235,326603200
2000-04-28,0.9310925602912903,0.9568912080351714,0.9104534617309075,0.9540770086834682,249580800
2000-05-01,0.9329689145088196,0.9390671657714234,0.9146757639681895,0.937190164134014,226195200
2000-05-02,0.8846549987792969,0.9475098062239026,0.8818407988397461,0.9249945032572922,236432000
2000-05-03,0.8635475635528564,0.9099845134190707,0.837749013131098,0.8926293636187166,489798400
2000-05-04,0.830712616443634,0.8649546658019607,0.8297745165390533,0.86401656589738,399515200
2000-05-05,0.8490070104598999,0.861202714967542,0.8309474777546162,0.8316510028663421,284076800
2000-05-08,0.8264914155006409,0.8532280174839343,0.8255533154844594,0.8412667913643473,184900800
2000-05-09,0.7913115620613098,0.8349351304467263,0.7870902609597721,0.8278987768854877,327140800
2000-05-10,0.7453433871269226,0.7880280388239953,0.7411212357592407,0.7809916876945576,535091200
2000-05-11,0.7716110348701477,0.7823996863990259,0.7429982820859583,0.7608224334427459,499744000
2000-05-12,0.807729184627533,0.8293056358372547,0.7862687684365656,0.7955334833040362,306913600
2000-05-15,0.7580082416534424,0.8110124478944004,0.7514408899507692,0.8110124478944004,678932800
2000-05-16,0.7931874394416809,0.8185169407790928,0.7711419894878025,0.7843926267873597,440451200
2000-05-17,0.7608224153518677,0.7781775162736321,0.75331701395497,0.7777084662624324,398092800
2000-05-18,0.7561320662498474,0.7875590182472535,0.7551939662265728,0.7730181171761686,373777600
2000-05-19,0.7054730653762817,0.7448744717902119,0.7007818634819515,0.7448744717902119,740667200
2000-05-22,0.6749833226203918,0.7035969292219928,0.6454324676306503,0.7035969292219928,755507200
2000-05-23,0.6440255045890808,0.7007820264626617,0.6426184042212241,0.6792056190630186,517585600
2000-05-24,0.6580970287322998,0.6735759767125608,0.6229169319666674,0.6468393797307698,678462400
2000-05-25,0.654930591583252,0.6953877238942676,0.6454322558997297,0.6641953041417293,406750400
2000-05-26,0.6482467651367188,0.6745143738783571,0.6398041634577685,0.6604424692533295,181148800
