Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,31.768667221069336,34.57921595595695,26.258097754841593,28.358114831039718,855215656
1,2007-10-08,30.142335891723633,32.842356249783286,29.952859952294794,32.842356249783286,126671715
2,2007-10-09,32.19498062133789,32.47919237121999,28.531795058412545,30.15812189464917,116725709
3,2007-10-10,32.4949836730957,33.15814730449772,32.21077191198066,33.03182930053533,67931378
4,2007-10-11,36.12659454345703,37.89502972062777,32.2107765474939,37.89502972062777,106320954
5,2007-10-12,35.889747619628906,37.2318628384317,35.05290016336846,35.368691979557354,99410791
6,2007-10-15,36.363441467285156,36.85292143472364,36.04764959791891,36.63186541288673,41814972
7,2007-10-16,40.07398986816406,40.70557779452321,36.1581721372219,36.41080388120499,138614496
8,2007-10-17,43.20033645629883,44.210867811991626,33.50552275256357,36.00027966638217,204876259
9,2007-10-18,41.684539794921875,47.19511021985141,39.900316398220355,43.89508311764632,146617799
10,2007-10-19,41.542423248291016,43.23191026835976,39.47398434744406,40.73715157243744,110266491
11,2007-10-22,40.98979949951172,42.26875497321799,39.63189176809834,40.70558764793274,72253405
12,2007-10-23,43.910850524902344,44.30559018139807,42.00030801754342,42.00030801754342,74594921
13,2007-10-24,43.2319221496582,45.31614950033928,42.74244214553067,44.84245737758289,63055170
14,2007-10-25,43.137176513671875,44.14771215586897,38.1002947484475,41.763481097410576,34522489
15,2007-10-26,44.43191909790039,45.14245068881007,42.71085197552779,43.89507129371059,62370025
16,2007-10-29,45.331939697265625,46.42142349717296,44.93719981080672,45.15825586050446,43657697
17,2007-10-30,46.34247970581055,47.589855289769964,44.58983188170226,45.94773978369638,79921711
18,2007-10-31,47.30562210083008,48.347737595869646,46.42140678673621,46.57930268448157,44655368
19,2007-11-01,46.24772262573242,48.837217280205024,45.8687750091369,48.47405754143405,50632492
20,2007-11-02,47.084564208984375,47.36878023988623,44.210858130667006,44.574022107219335,32001693
21,2007-11-05,48.04773712158203,49.10564056896076,46.76877768823139,47.052993751109746,38833135
22,2007-11-06,48.67933654785156,51.7583077733471,48.0161726580275,48.884600439577525,81880281
23,2007-11-07,47.96879959106445,50.27407865109606,46.89510803273742,49.57933907015579,33593141
24,2007-11-08,47.14773178100586,48.426691273973724,46.10562044587726,46.73720411157965,27990521
25,2007-11-12,48.284568786621094,49.13720819344499,44.479275769588,45.72665484934897,35153735
26,2007-11-13,49.43723678588867,50.43198048878913,47.54248524390605,49.10565697932255,43830531
27,2007-11-14,48.78984832763672,51.000391035379394,48.537212305402896,50.305647328237164,36738579
28,2007-11-15,49.61091613769531,50.47934377414656,48.67932841440344,49.705651984754915,29242252
29,2007-11-16,49.26354217529297,50.384601546026595,48.695114266998935,49.389858060513475,18895294
30,2007-11-19,51.04777526855469,52.89515883575615,50.00566365792924,50.38461138761032,40716718
31,2007-11-20,50.25829315185547,52.26357258442391,49.642497230218886,50.8425090266796,26342171
32,2007-11-21,46.34247970581055,50.858302701515754,45.221415757084934,50.558302930630354,26814499
33,2007-11-22,44.747711181640625,47.71615771672916,42.805592344935334,45.852982551837215,34096185
34,2007-11-23,47.71615219116211,48.00036393966059,45.03191774832041,47.684572156173346,27664090
35,2007-11-26,48.095115661621094,49.484599111686656,47.71616796607681,49.484599111686656,20159123
36,2007-11-27,46.910884857177734,48.91616372208064,46.421409261354455,48.91616372208064,20573198
37,2007-11-28,46.21613693237305,48.158259827210586,45.90034514891331,47.93720386550869,16435311
38,2007-11-29,44.96876525878906,47.62141557794217,44.38454955986118,47.36878384590873,25530967
39,2007-11-30,46.70562744140625,46.989839254837676,45.158248205434106,45.789831916704465,18437721
40,2007-12-03,47.36879348754883,47.953009305390424,46.91089356143481,47.27405335635211,16851227
41,2007-12-04,46.752986907958984,48.07931417504447,46.40561507294132,47.684574426888126,14008727
42,2007-12-05,48.61616134643555,48.78984941870553,46.737202572756196,46.83193840621203,27725290
43,2007-12-06,47.71615219116211,50.41617022669791,47.10035650008192,49.67405867886286,24104710
44,2007-12-07,47.51089859008789,48.69511813920066,46.658263084647594,48.01616645434964,11742386
45,2007-12-10,47.55826950073242,48.1424810357902,46.94247363871846,47.96879721994081,8330010
46,2007-12-11,47.33721160888672,48.25300714241444,47.10036771487776,47.98458320589738,11685950
47,2007-12-12,47.30562210083008,47.73194188138261,46.42140678673621,46.73719858222693,16342131
48,2007-12-13,46.516136169433594,48.000359115949315,46.342452419249724,47.368775612444715,14620172
49,2007-12-14,46.058250427246094,46.78457424714731,45.821406541382856,46.35825439595328,10991851
50,2007-12-17,43.2792854309082,46.57931207215961,42.63190954975873,46.3266760149301,19355678
51,2007-12-18,43.08981704711914,44.52666854594408,41.747701409437965,42.78981301482727,21607783
52,2007-12-19,42.30032730102539,44.85824206489126,41.937167541207614,44.479290143133,19526912
53,2007-12-20,41.87400817871094,43.20033564443335,41.68453221457902,42.85296375739167,17105204
54,2007-12-24,43.15297317504883,43.83192487268207,42.15822530850538,42.50559723942519,16711519
55,2007-12-26,44.4635124206543,45.00036038523734,43.38982077469014,43.38982077469014,20930094
56,2007-12-27,44.779300689697266,46.01088819171813,44.40034871221319,45.37930441804573,44565277
57,2007-12-28,45.12666320800781,45.316139157223375,44.21086350066606,44.68455123210461,18354518
58,2007-12-31,45.4582405090332,45.72666439933047,44.90560485150374,45.474032669168615,11982308
59,2008-01-01,46.29509353637695,46.721413380418255,45.26877004818911,45.69508989223041,16687746
60,2008-01-02,46.04246139526367,46.6424650344533,45.36350979609643,46.29509315391164,13437280
61,2008-01-03,47.93721008300781,48.12668603429889,45.20561165843035,45.75824735116223,31815218
62,2008-01-04,47.684574127197266,49.26353310989913,47.36878233065689,48.63194951681838,28011310
63,2008-01-07,47.289833068847656,48.379312166749884,46.78456535176824,47.38456889189993,15858063
64,2008-01-08,45.67930603027344,48.00037713353815,45.12667025726762,47.3372133492909,13282666
65,2008-01-09,44.952980041503906,45.93193564993361,44.84245203546809,45.72667180055347,13113527
66,2008-01-10,43.87928009033203,46.42140660394235,43.57927617251704,45.15823942695347,18023003
67,2008-01-11,44.54245376586914,44.96877364094178,42.789806342393035,44.479293679487526,11629440
68,2008-01-14,45.22140121459961,45.69508896880615,43.91086595126837,44.621397582578176,10264240
69,2008-01-15,43.84770584106445,46.137196651512156,43.48454608639224,45.94772497651858,11558334
70,2008-01-16,42.94770812988281,43.89508385554779,41.858228615289214,43.53192401734992,14834065
71,2008-01-17,44.100341796875,45.079297343039904,42.18979862320458,43.10559408902303,16169395
72,2008-01-18,42.047698974609375,43.78455423859023,41.68453490194324,43.73718203210243,13254156
73,2008-01-21,34.89500427246094,41.68452832386621,30.394968747952472,41.68452832386621,33202389
74,2008-01-22,31.38971519470215,33.158150275846005,24.931770643725272,31.452873131542916,58755707
75,2008-01-23,34.89500427246094,36.237119491924766,31.894982017188838,31.894982017188838,28425991
76,2008-01-24,34.97395324707031,37.45291993434929,33.31604616288511,36.77396836603741,29911930
77,2008-01-25,36.77397155761719,36.94765536346824,35.289748135394774,36.631863510501866,12550722
78,2008-01-28,37.168704986572266,37.45291674876143,33.31604332916233,36.26869750363957,13601109
79,2008-01-29,36.552921295166016,37.800301023812715,36.0002854655735,37.26345307607068,7679877
80,2008-01-30,34.5318489074707,36.78975982324621,34.07394900258145,36.63186389510525,9016102
81,2008-01-31,32.2739372253418,34.98974816173187,31.89498740997591,34.895010172490224,41538563
82,2008-02-01,33.39499282836914,33.631836688383096,32.5265653416513,32.82656713601558,9089201
83,2008-02-04,35.116065979003906,35.5265958605003,34.02658439697176,34.02658439697176,12009385
84,2008-02-05,36.2055549621582,36.679242889577225,34.421331292187055,35.179231119417,14593303
85,2008-02-06,35.889747619628906,36.316067428124036,33.88447087178962,35.21079607146291,12429218
86,2008-02-07,34.200260162353516,36.61606866275582,33.979206335665765,35.40026940357295,11300078
87,2008-02-08,33.316036224365234,34.70551898568791,32.700240634942936,34.42130728410819,13514197
88,2008-02-11,30.96339225769043,33.78973052753253,30.631810445639662,33.78973052753253,15133331
89,2008-02-12,30.41075897216797,32.100246057644036,30.158125089068694,31.894982232276067,10237627
90,2008-02-13,29.96865463256836,31.34234791150904,29.352860946036287,30.947608094296104,10395753
91,2008-02-14,32.58973693847656,32.921318909824045,30.631825161606162,30.631825161606162,12514003
92,2008-02-15,33.52131652832031,33.78974048901879,31.594985160203773,32.46341284980371,12080990
93,2008-02-18,33.33182144165039,34.279198701825,33.047609762717705,34.279198701825,6977153
94,2008-02-19,32.968666076660156,34.01077926945112,32.71603225089267,33.93183133274877,7226542
95,2008-02-20,32.14760971069336,32.668667427038415,31.78445002424684,32.65287740988855,5604999
96,2008-02-21,32.36866760253906,32.92130324461947,31.97392785819591,32.66866937991982,3874365
97,2008-02-22,31.958147048950195,32.16341091851604,30.963401321606007,31.29498323072074,2691220
98,2008-02-25,32.226566314697266,32.621306141517145,31.45287668245042,32.33709432284708,6270186
99,2008-02-26,32.35288619995117,32.81078399700642,32.194990260166556,32.526572162034405,7139423
100,2008-02-27,34.24763107299805,35.9371160277963,32.82656788067785,32.82656788067785,43223132
101,2008-02-28,35.2108039855957,35.47922794632852,34.10553238050894,34.57922021126041,35763847
102,2008-02-29,34.70553207397461,35.684487667003,34.13710845644902,34.989746024337954,16477462
103,2008-03-03,33.25288772583008,34.35816131144272,32.87393794477458,33.18972978592091,10049153
104,2008-03-04,32.400245666503906,33.600254923900366,31.57918827893805,33.47393906169029,11485198
105,2008-03-05,33.0002555847168,33.158151503464715,31.61077021477484,32.55814572726235,8581053
106,2008-03-07,31.310771942138672,32.52657151077742,30.000234383205875,32.52657151077742,14251925
107,2008-03-10,31.19967269897461,31.42184689786097,29.40640690855427,31.358368862815507,11713659
108,2008-03-11,33.770565032958984,34.0879574886368,30.215769959858502,30.945770885953202,19665129
109,2008-03-12,32.913604736328125,34.91317757095696,32.596212291226884,34.69100328987715,12262350
110,2008-03-13,28.39076042175293,32.37403821605445,27.61314935680015,32.056645768934516,47000084
111,2008-03-14,30.342721939086914,30.469678043045228,28.59706367115733,29.18423834253334,35798540
112,2008-03-17,29.152494430541992,29.77140907755551,28.533579783528477,29.77140907755551,19211273
113,2008-03-18,29.40640640258789,29.97771301307612,28.628793491183515,29.10488197451463,12632937
114,2008-03-19,29.58098793029785,32.945346996767086,29.390551577356618,30.78707765740716,16449023
115,2008-03-24,29.86662483215332,30.691845730711094,29.21597014126597,30.691845730711094,11636914
116,2008-03-25,30.993379592895508,31.18381376590197,30.088810275635257,30.644247047034124,13232423
117,2008-03-26,30.802942276000977,31.548815348854657,30.4696797933971,30.78707222398076,11448313
118,2008-03-27,31.358375549316406,31.65990004687132,30.34272031465887,30.34272031465887,17425122
119,2008-03-28,31.421852111816406,31.659898549532244,30.59663321438451,31.501200206903405,11599511
120,2008-03-31,31.19967269897461,31.56467516728136,30.787062242497385,31.42184689786097,9914705
121,2008-04-01,31.26316261291504,31.707513331979783,30.866422052565433,31.421858837054884,6034588
122,2008-04-02,31.770977020263672,32.69141599540825,31.42184462409602,31.42184462409602,6087024
123,2008-04-03,31.517080307006836,31.99316902935048,31.26316589126579,31.85034284313849,3883474
124,2008-04-04,31.358375549316406,31.72337809545212,30.755330859116444,31.72337809545212,5906537
125,2008-04-07,31.23141860961914,31.548810996415703,30.86641607333017,31.405984852848228,4088729
126,2008-04-08,30.437942504882812,31.24729365099338,30.215768229125363,31.183813441529633,5753811
127,2008-04-09,30.51728057861328,30.78706277029513,30.16814815119617,30.53315062576034,3776374
128,2008-04-10,31.120330810546875,31.342505053649813,30.358589933492542,30.469675978816557,7075297
129,2008-04-11,31.26316261291504,31.58055506119473,30.945770164635356,31.421858837054884,4012660
130,2008-04-15,31.739255905151367,31.897952141628014,30.533164077437753,31.07273085096726,6362785
131,2008-04-16,31.310771942138672,32.27881931423706,31.183813674717026,32.05664503681823,4725794
132,2008-04-17,32.51686096191406,33.26273184261354,31.437725463893553,31.786857979935057,14831167
133,2008-04-21,33.04056167602539,33.61186852192298,32.6914312691946,33.00882372219822,7639361
134,2008-04-22,33.58012771606445,33.96100037369833,32.69143058813283,33.008823034524205,8814769
135,2008-04-23,33.61186981201172,34.008610393493925,33.16752122173382,33.643609919512464,5265604
